Category;Test Case ID;Test Case Description;PreRequisites;Steps;Test Procedures - Steps to Perform;Test Procedures - Step Expected Result;Test Case Expected Result;Actual Result;Status;Type;Note;Platform
Music Search & Playback;FT10-008;Change Detection - Name Change ONLY;Edit Form open with OriginalData.;1;Modify ONLY the Playlist Name (InputName != OriginalName). Description and Image are unchanged.;BR30: Change Detection = TRUE;Update flow proceeds (BR31, BR32). (This is a core change detection flow that separates the 'No Change' case from the 'Change' case).;Update flow proceeds (BR31, BR32). The system successfully updates the playlist when only the name is changed.;Passed;Automation;BR30 (Else). Minimal change check to ensure the system doesn't require all fields to change. Follows successful update flow (FT10-006).;Frontend/Backend
Music Search & Playback;FT10-008;Change Detection - Name Change ONLY;Edit Form open with OriginalData.;2;"Click ""Save"" button.";BR30: Proceeds to DatabaseUpdate;Update flow proceeds (BR31, BR32). (This is a core change detection flow that separates the 'No Change' case from the 'Change' case).;Update flow proceeds (BR31, BR32). The system successfully updates the playlist when only the name is changed.;Passed;Automation;BR30 (Else). Minimal change check to ensure the system doesn't require all fields to change. Follows successful update flow (FT10-006).;Frontend/Backend
Music Search & Playback;FT10-008;Change Detection - Name Change ONLY;Edit Form open with OriginalData.;3;(Backend) Verify update is executed and successful.;BR31 & BR32 Success;Update flow proceeds (BR31, BR32). (This is a core change detection flow that separates the 'No Change' case from the 'Change' case).;Update flow proceeds (BR31, BR32). The system successfully updates the playlist when only the name is changed.;Passed;Automation;BR30 (Else). Minimal change check to ensure the system doesn't require all fields to change. Follows successful update flow (FT10-006).;Frontend/Backend
Music Search & Playback;FT11-001;"Initial State Check - Artist is UNFOLLOWED (Button displays ""Follow"")";User is logged in, viewing Artist Profile. (Backend) Database check shows NO  UserFollows  record for  CurrentUID/TargetArtistID .;1;Load Artist Profile Screen (or simulate button state check);BR33: Query UserFollows returns  RecordExists = FALSE ;"The system correctly sets the initial state to ""Follow"" (BR33) by displaying the default ""Follow"" button text and style.";"The system correctly sets the initial state to ""Follow"" (BR33) by displaying the default ""Follow"" button text and style.";Passed;Automation;BR33 (Else). State Initialization check for an unfollowed artist.;Frontend/Backend
Music Search & Playback;FT11-001;"Initial State Check - Artist is UNFOLLOWED (Button displays ""Follow"")";User is logged in, viewing Artist Profile. (Backend) Database check shows NO  UserFollows  record for  CurrentUID/TargetArtistID .;2;"(Backend) Verify  [ActionState]  is set to ""Follow""";"BR33:  [ActionState]  = ""Follow""";"The system correctly sets the initial state to ""Follow"" (BR33) by displaying the default ""Follow"" button text and style.";"The system correctly sets the initial state to ""Follow"" (BR33) by displaying the default ""Follow"" button text and style.";Passed;Automation;BR33 (Else). State Initialization check for an unfollowed artist.;Frontend/Backend
Music Search & Playback;FT11-001;"Initial State Check - Artist is UNFOLLOWED (Button displays ""Follow"")";User is logged in, viewing Artist Profile. (Backend) Database check shows NO  UserFollows  record for  CurrentUID/TargetArtistID .;3;"Observe the text and style of the ""Follow/Unfollow"" button.";"BR36: ButtonText = ""Follow"" and ButtonStyle = ""Default""";"The system correctly sets the initial state to ""Follow"" (BR33) by displaying the default ""Follow"" button text and style.";"The system correctly sets the initial state to ""Follow"" (BR33) by displaying the default ""Follow"" button text and style.";Passed;Automation;BR33 (Else). State Initialization check for an unfollowed artist.;Frontend/Backend
Music Search & Playback;FT11-002;Action: FOLLOW Artist (Adding Relationship);User is logged in, viewing Artist Profile. Initial state is UNFOLLOWED (from FT11-001). Artist's current  [FollowerCount]  is N.;1;"Click the ""Follow"" button.";BR34: Execute follow write to DB;"The user successfully follows the artist:  UserFollows  record is added (BR34),  FollowerCount  is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";"The user successfully follows the artist: UserFollows record is added (BR34), FollowerCount is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";Passed;Automation;"BR34 (Follow), BR35 (Increment), BR36 (Follow). Full flow for the ""Follow"" action.";Frontend/Backend
Music Search & Playback;FT11-002;Action: FOLLOW Artist (Adding Relationship);User is logged in, viewing Artist Profile. Initial state is UNFOLLOWED (from FT11-001). Artist's current  [FollowerCount]  is N.;2;"(Backend) Verify record is added:  Add (UserAccount, ""Following List"", ArtistID) ";BR34: Relationship is added;"The user successfully follows the artist:  UserFollows  record is added (BR34),  FollowerCount  is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";"The user successfully follows the artist: UserFollows record is added (BR34), FollowerCount is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";Passed;Automation;"BR34 (Follow), BR35 (Increment), BR36 (Follow). Full flow for the ""Follow"" action.";Frontend/Backend
Music Search & Playback;FT11-002;Action: FOLLOW Artist (Adding Relationship);User is logged in, viewing Artist Profile. Initial state is UNFOLLOWED (from FT11-001). Artist's current  [FollowerCount]  is N.;3;(Backend) Verify  [FollowerCount]  is updated atomically;BR35:  [FollowerCount]  is N+1;"The user successfully follows the artist:  UserFollows  record is added (BR34),  FollowerCount  is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";"The user successfully follows the artist: UserFollows record is added (BR34), FollowerCount is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";Passed;Automation;"BR34 (Follow), BR35 (Increment), BR36 (Follow). Full flow for the ""Follow"" action.";Frontend/Backend
Music Search & Playback;FT11-002;Action: FOLLOW Artist (Adding Relationship);User is logged in, viewing Artist Profile. Initial state is UNFOLLOWED (from FT11-001). Artist's current  [FollowerCount]  is N.;4;Observe the button text/style and notification.;"BR36: ButtonText = ""Following"", ButtonStyle = ""Active/Checked"", Display MSG_26";"The user successfully follows the artist:  UserFollows  record is added (BR34),  FollowerCount  is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";"The user successfully follows the artist: UserFollows record is added (BR34), FollowerCount is incremented (BR35), and UI updates to ""Following"" with MSG_26 (BR36).";Passed;Automation;"BR34 (Follow), BR35 (Increment), BR36 (Follow). Full flow for the ""Follow"" action.";Frontend/Backend
Music Search & Playback;FT11-003;Action: UNFOLLOW Artist (Removing Relationship);User is logged in, viewing Artist Profile. Initial state is FOLLOWING (from FT11-002). (Backend)  UserFollows  record exists. Artist's current  [FollowerCount]  is N.;1;"Click the ""Following"" button (which represents the Unfollow action).";BR34: Execute unfollow write to DB;"The user successfully unfollows the artist:  UserFollows  record is removed (BR34),  FollowerCount  is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";"The user successfully unfollows the artist: UserFollows record is removed (BR34), FollowerCount is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";Passed;Automation;"BR34 (Unfollow), BR35 (Decrement), BR36 (Unfollow). Full flow for the ""Unfollow"" action.";Frontend/Backend
Music Search & Playback;FT11-003;Action: UNFOLLOW Artist (Removing Relationship);User is logged in, viewing Artist Profile. Initial state is FOLLOWING (from FT11-002). (Backend)  UserFollows  record exists. Artist's current  [FollowerCount]  is N.;2;"(Backend) Verify record is removed:  Remove (UserAccount, ""FollowingList"", ArtistID) ";BR34: Relationship is removed;"The user successfully unfollows the artist:  UserFollows  record is removed (BR34),  FollowerCount  is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";"The user successfully unfollows the artist: UserFollows record is removed (BR34), FollowerCount is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";Passed;Automation;"BR34 (Unfollow), BR35 (Decrement), BR36 (Unfollow). Full flow for the ""Unfollow"" action.";Frontend/Backend
Music Search & Playback;FT11-003;Action: UNFOLLOW Artist (Removing Relationship);User is logged in, viewing Artist Profile. Initial state is FOLLOWING (from FT11-002). (Backend)  UserFollows  record exists. Artist's current  [FollowerCount]  is N.;3;(Backend) Verify  [FollowerCount]  is updated atomically;BR35:  [FollowerCount]  is N-1;"The user successfully unfollows the artist:  UserFollows  record is removed (BR34),  FollowerCount  is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";"The user successfully unfollows the artist: UserFollows record is removed (BR34), FollowerCount is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";Passed;Automation;"BR34 (Unfollow), BR35 (Decrement), BR36 (Unfollow). Full flow for the ""Unfollow"" action.";Frontend/Backend
Music Search & Playback;FT11-003;Action: UNFOLLOW Artist (Removing Relationship);User is logged in, viewing Artist Profile. Initial state is FOLLOWING (from FT11-002). (Backend)  UserFollows  record exists. Artist's current  [FollowerCount]  is N.;4;Observe the button text/style and notification.;"BR36: ButtonText = ""Follow"", ButtonStyle = ""Default"", Display MSG_27";"The user successfully unfollows the artist:  UserFollows  record is removed (BR34),  FollowerCount  is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";"The user successfully unfollows the artist: UserFollows record is removed (BR34), FollowerCount is decremented (BR35), and UI reverts to ""Follow"" with MSG_27 (BR36).";Passed;Automation;"BR34 (Unfollow), BR35 (Decrement), BR36 (Unfollow). Full flow for the ""Unfollow"" action.";Frontend/Backend
Music Search & Playback;FT11-004;"Initial State Check - Artist is FOLLOWED (Button displays ""Following"")";User is logged in, viewing Artist Profile. (Backend) Database check shows a  UserFollows  record for  CurrentUID/TargetArtistID . (Reverse of FT11-001);1;Load Artist Profile Screen (or simulate button state check);BR33: Query UserFollows returns  RecordExists = TRUE ;"The system correctly sets the initial state to ""Unfollow"" (BR33) by displaying the ""Following"" button text and ""Active/Checked"" style.";"The system correctly sets the initial state to ""Unfollow"" (BR33) by displaying the ""Following"" button text and ""Active/Checked"" style.";Passed;Automation;BR33 (If). State Initialization check for an already followed artist. (Precedes FT11-003).;Frontend/Backend
Music Search & Playback;FT11-004;"Initial State Check - Artist is FOLLOWED (Button displays ""Following"")";User is logged in, viewing Artist Profile. (Backend) Database check shows a  UserFollows  record for  CurrentUID/TargetArtistID . (Reverse of FT11-001);2;"(Backend) Verify  [ActionState]  is set to ""Unfollow""";"BR33:  [ActionState]  = ""Unfollow""";"The system correctly sets the initial state to ""Unfollow"" (BR33) by displaying the ""Following"" button text and ""Active/Checked"" style.";"The system correctly sets the initial state to ""Unfollow"" (BR33) by displaying the ""Following"" button text and ""Active/Checked"" style.";Passed;Automation;BR33 (If). State Initialization check for an already followed artist. (Precedes FT11-003).;Frontend/Backend
Music Search & Playback;FT11-004;"Initial State Check - Artist is FOLLOWED (Button displays ""Following"")";User is logged in, viewing Artist Profile. (Backend) Database check shows a  UserFollows  record for  CurrentUID/TargetArtistID . (Reverse of FT11-001);3;"Observe the text and style of the ""Follow/Unfollow"" button.";"BR36: ButtonText = ""Following"" and ButtonStyle = ""Active/Checked""";"The system correctly sets the initial state to ""Unfollow"" (BR33) by displaying the ""Following"" button text and ""Active/Checked"" style.";"The system correctly sets the initial state to ""Unfollow"" (BR33) by displaying the ""Following"" button text and ""Active/Checked"" style.";Passed;Automation;BR33 (If). State Initialization check for an already followed artist. (Precedes FT11-003).;Frontend/Backend
Music Search & Playback;FT12-001;Initial Play, Queue Build (BR38) & UI Sync (BR41) - Happy Path;User is logged in, viewing a Playlist/Album list containing multiple songs. Target song has a valid AudioURL. Online network connection.;1;Click on a song item from the list ( SelectedSong ).;BR38: Clears previous queue;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;Passed;Automation;BR38 & BR41. Happy Path: Confirms successful initialization, queue management, and UI state transition.;Frontend/Backend
Music Search & Playback;FT12-001;Initial Play, Queue Build (BR38) & UI Sync (BR41) - Happy Path;User is logged in, viewing a Playlist/Album list containing multiple songs. Target song has a valid AudioURL. Online network connection.;2;(Backend) Verify queue management.;BR38: New Queue built,  [Current Index]  set to selected song;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;Passed;Automation;BR38 & BR41. Happy Path: Confirms successful initialization, queue management, and UI state transition.;Frontend/Backend
Music Search & Playback;FT12-001;Initial Play, Queue Build (BR38) & UI Sync (BR41) - Happy Path;User is logged in, viewing a Playlist/Album list containing multiple songs. Target song has a valid AudioURL. Online network connection.;3;(System) Verify buffering starts.;BR38: Buffering begins;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;Passed;Automation;BR38 & BR41. Happy Path: Confirms successful initialization, queue management, and UI state transition.;Frontend/Backend
Music Search & Playback;FT12-001;Initial Play, Queue Build (BR38) & UI Sync (BR41) - Happy Path;User is logged in, viewing a Playlist/Album list containing multiple songs. Target song has a valid AudioURL. Online network connection.;4;Observe the Now Playing bar and device Lock Screen.;BR41: UI/Controls are synchronized;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;The player is initialized successfully (BR37), the previous queue is cleared (BR38.1), a new queue is built from the context with the selected song as index 0 (BR38.2), buffering starts (BR38.3), and the UI syncs (BR41).;Passed;Automation;BR38 & BR41. Happy Path: Confirms successful initialization, queue management, and UI state transition.;Frontend/Backend
Music Search & Playback;FT12-002;Source Validation - Missing Audio URL - MSG_28;User is logged in, Selected song item has  isEmpty(AudioURL) = TRUE .;1;Click on the song item with a missing Audio URL.;BR37.1: Validation fails;"The player initialization is aborted, and the ""Missing Audio"" message (MSG_28) is displayed (BR37).";"The player initialization is aborted, and the ""Missing Audio"" message (MSG_28) is displayed (BR37).";Passed;Automation;BR37.1. Source Validation: Checks critical error for missing file source.;Frontend
Music Search & Playback;FT12-002;Source Validation - Missing Audio URL - MSG_28;User is logged in, Selected song item has  isEmpty(AudioURL) = TRUE .;2;Observe UI/Player State.;MSG_28 is displayed, playback does not start;"The player initialization is aborted, and the ""Missing Audio"" message (MSG_28) is displayed (BR37).";"The player initialization is aborted, and the ""Missing Audio"" message (MSG_28) is displayed (BR37).";Passed;Automation;BR37.1. Source Validation: Checks critical error for missing file source.;Frontend
Music Search & Playback;FT12-003;Source Validation - Offline Mode & No Local File - MSG_29;User is logged in, Network is OFFLINE, Target song  isDownloadedLocally = FALSE .;1;Simulate network disconnection and click on the song item.;BR37.2 (Else): Validation fails;"The system detects offline status, checks for local file availability, and finding none, displays the ""Offline/No Local File"" message (MSG_29) (BR37).";"The system detects offline status, checks for local file availability, and finding none, displays the ""Offline/No Local File"" message (MSG_29) (BR37).";Passed;Automation;BR37.2 (Else). Source Validation: Checks error for offline/non-downloaded content.;Frontend
Music Search & Playback;FT12-004;Playback Mode Logic - Shuffle Mode (BR40.1);User is playing a multi-song queue (e.g., 5 songs).  ShuffleMode = ON .;1;Enable Shuffle Mode.;BR40:  ShuffleMode = ON ;"When the current song ends or the user clicks ""Skip,"" the next song in the queue is a random index (BR40.1) that is NOT the currently playing song's index.";"When the current song ends or the user clicks ""Skip,"" the next song in the queue is a random index (BR40.1) that is NOT the currently playing songs index.";Passed;System;BR40.1. Playback Logic: Checks queue randomization for Shuffle Mode.;Backend
Music Search & Playback;FT12-004;Playback Mode Logic - Shuffle Mode (BR40.1);User is playing a multi-song queue (e.g., 5 songs).  ShuffleMode = ON .;2;Skip the current song ( Current Index ).;Next Index is selected;"When the current song ends or the user clicks ""Skip,"" the next song in the queue is a random index (BR40.1) that is NOT the currently playing song's index.";"When the current song ends or the user clicks ""Skip,"" the next song in the queue is a random index (BR40.1) that is NOT the currently playing songs index.";Passed;System;BR40.1. Playback Logic: Checks queue randomization for Shuffle Mode.;Backend
Music Search & Playback;FT12-004;Playback Mode Logic - Shuffle Mode (BR40.1);User is playing a multi-song queue (e.g., 5 songs).  ShuffleMode = ON .;3;(Backend) Verify the next song index.;Next Index is  Randomize(Queue)  and  != Current Index ;"When the current song ends or the user clicks ""Skip,"" the next song in the queue is a random index (BR40.1) that is NOT the currently playing song's index.";"When the current song ends or the user clicks ""Skip,"" the next song in the queue is a random index (BR40.1) that is NOT the currently playing songs index.";Passed;System;BR40.1. Playback Logic: Checks queue randomization for Shuffle Mode.;Backend
Music Search & Playback;FT12-005;Progress Logic - Seeking (BR42.2) & AutoPlayNext (BR42.3);User is playing a song.;1;Drag the seek bar to a new position ( UserSeeks(NewPosition) ).;BR42:  JumpToTime(NewPosition) ;The player immediately jumps to the new position and resumes playback/buffering (BR42.2). When the song reaches the end, it automatically triggers the next track (BR42.3).;The player immediately jumps to the new position and resumes playback/buffering (BR42.2). When the song reaches the end, it automatically triggers the next track (BR42.3).;Passed;Automation;BR42.2 & BR42.3. Progress Logic: Checks seeking functionality and end-of-track auto-play.;Frontend/Backend
Music Search & Playback;FT12-005;Progress Logic - Seeking (BR42.2) & AutoPlayNext (BR42.3);User is playing a song.;2;Let the song play until  CurrentPosition == TotalDuration .;BR42:  Trigger AutoPlayNext() ;The player immediately jumps to the new position and resumes playback/buffering (BR42.2). When the song reaches the end, it automatically triggers the next track (BR42.3).;The player immediately jumps to the new position and resumes playback/buffering (BR42.2). When the song reaches the end, it automatically triggers the next track (BR42.3).;Passed;Automation;BR42.2 & BR42.3. Progress Logic: Checks seeking functionality and end-of-track auto-play.;Frontend/Backend
Music Search & Playback;FT12-006;Interrupt Rules - Incoming Call/Headphones Disconnected (BR39);Song is actively playing.;1;Simulate an Incoming Call or System Alarm ( IncomingCall = TRUE ).;BR39:  PauseAudio() ;When an incoming call or system alarm is detected (BR39.1) OR when headphones are disconnected (BR39.3), the audio playback is immediately paused.;When an incoming call or system alarm is detected (BR39.1) OR when headphones are disconnected (BR39.3), the audio playback is immediately paused.;Not Run;System;BR39.1 & BR39.3. Interrupt Rules: Checks that system-level events correctly pause playback.;System
Music Search & Playback;FT12-006;Interrupt Rules - Incoming Call/Headphones Disconnected (BR39);Song is actively playing.;2;Verify audio playback status.;Audio is Paused;When an incoming call or system alarm is detected (BR39.1) OR when headphones are disconnected (BR39.3), the audio playback is immediately paused.;When an incoming call or system alarm is detected (BR39.1) OR when headphones are disconnected (BR39.3), the audio playback is immediately paused.;Not Run;System;BR39.1 & BR39.3. Interrupt Rules: Checks that system-level events correctly pause playback.;System
Music Search & Playback;FT12-007;Background Rules - Playback while Locked/Low Battery Mode (BR43);Song is actively playing.;1;Minimize the app or lock the device screen.;BR43: Maintain playback;Playback continues uninterrupted when the app is minimized or the screen is locked (BR43.1). When Low Battery Mode is enabled, the system reduces the audio bitrate (BR43.2).;Playback continues uninterrupted when the app is minimized or the screen is locked (BR43.1). When Low Battery Mode is enabled, the system reduces the audio bitrate (BR43.2).;Not Run;System;BR43.1 & BR43.2. Background Rules: Checks system-level maintenance and power-saving logic.;System
Music Search & Playback;FT12-007;Background Rules - Playback while Locked/Low Battery Mode (BR43);Song is actively playing.;2;(System) Activate Low Battery Mode ( LowBatteryMode = TRUE ).;BR43: Reduce audio bitrate;Playback continues uninterrupted when the app is minimized or the screen is locked (BR43.1). When Low Battery Mode is enabled, the system reduces the audio bitrate (BR43.2).;Playback continues uninterrupted when the app is minimized or the screen is locked (BR43.1). When Low Battery Mode is enabled, the system reduces the audio bitrate (BR43.2).;Not Run;System;BR43.1 & BR43.2. Background Rules: Checks system-level maintenance and power-saving logic.;System
Music Search & Playback;FT12-007;Background Rules - Playback while Locked/Low Battery Mode (BR43);Song is actively playing.;3;(System) Verify audio stream properties.;Audio bitrate is reduced;Playback continues uninterrupted when the app is minimized or the screen is locked (BR43.1). When Low Battery Mode is enabled, the system reduces the audio bitrate (BR43.2).;Playback continues uninterrupted when the app is minimized or the screen is locked (BR43.1). When Low Battery Mode is enabled, the system reduces the audio bitrate (BR43.2).;Not Run;System;BR43.1 & BR43.2. Background Rules: Checks system-level maintenance and power-saving logic.;System
Music Search & Playback;FT13-001;NEW Rating Submission (Full Flow: Add Record & Increment Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check for  CurrentUID/TargetSongID  returns  RecordExists = FALSE . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;1;Select a score (e.g., 5 Stars) on the rating component. ( InputScore = 5 );"BR44:  [RatingStatus]  = ""NEW""";A new rating is successfully recorded (BR46). The song's total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;A new rating is successfully recorded (BR46). The songs total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;Passed;Automation;BR44 (Else), BR45 (NEW), BR46, BR47. Full flow for first-time rating.;Frontend/Backend
Music Search & Playback;FT13-001;NEW Rating Submission (Full Flow: Add Record & Increment Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check for  CurrentUID/TargetSongID  returns  RecordExists = FALSE . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;2;"(Backend) Verify transaction on ""Songs"" collection.";BR45:  NewTotalScore = S + 5 ,  NewRatingCount = N + 1 .;A new rating is successfully recorded (BR46). The song's total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;A new rating is successfully recorded (BR46). The songs total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;Passed;Automation;BR44 (Else), BR45 (NEW), BR46, BR47. Full flow for first-time rating.;Frontend/Backend
Music Search & Playback;FT13-001;NEW Rating Submission (Full Flow: Add Record & Increment Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check for  CurrentUID/TargetSongID  returns  RecordExists = FALSE . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;3;"(Backend) Verify new record persistence in ""UserRatings"" collection.";BR46: New document created with  [Score] = 5  and  [RatedDate] .;A new rating is successfully recorded (BR46). The song's total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;A new rating is successfully recorded (BR46). The songs total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;Passed;Automation;BR44 (Else), BR45 (NEW), BR46, BR47. Full flow for first-time rating.;Frontend/Backend
Music Search & Playback;FT13-001;NEW Rating Submission (Full Flow: Add Record & Increment Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check for  CurrentUID/TargetSongID  returns  RecordExists = FALSE . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;4;Observe the rating component and screen notification.;BR47: Selected stars highlighted, numeric text updated, and MSG_30 displayed.;A new rating is successfully recorded (BR46). The song's total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;A new rating is successfully recorded (BR46). The songs total score (S+5) and rating count (N+1) are updated, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;Passed;Automation;BR44 (Else), BR45 (NEW), BR46, BR47. Full flow for first-time rating.;Frontend/Backend
Music Search & Playback;FT13-002;UPDATE Rating Submission (Full Flow: Adjust Score & Preserve Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 2 . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;1;Select a DIFFERENT score (e.g., 4 Stars) on the rating component. ( InputScore = 4 );"BR44:  [RatingStatus]  = ""UPDATE"",  [OldScore]  = 2";The existing rating is successfully updated (BR46). The song's total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;The existing rating is successfully updated (BR46). The songs total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45).;Passed;Automation;BR44 (If), BR45 (UPDATE), BR46, BR47. Full flow for rating an already rated song.;Frontend/Backend
Music Search & Playback;FT13-002;UPDATE Rating Submission (Full Flow: Adjust Score & Preserve Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 2 . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;2;"(Backend) Verify transaction on ""Songs"" collection.";BR45:  NewTotalScore = S - 2 + 4 ,  NewRatingCount = N .;The existing rating is successfully updated (BR46). The song's total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;The existing rating is successfully updated (BR46). The songs total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45).;Passed;Automation;BR44 (If), BR45 (UPDATE), BR46, BR47. Full flow for rating an already rated song.;Frontend/Backend
Music Search & Playback;FT13-002;UPDATE Rating Submission (Full Flow: Adjust Score & Preserve Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 2 . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;3;"(Backend) Verify record is updated in ""UserRatings"" collection.";BR46: Existing document updated with  [Score] = 4  and  [RatedDate] .;The existing rating is successfully updated (BR46). The song's total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;The existing rating is successfully updated (BR46). The songs total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45).;Passed;Automation;BR44 (If), BR45 (UPDATE), BR46, BR47. Full flow for rating an already rated song.;Frontend/Backend
Music Search & Playback;FT13-002;UPDATE Rating Submission (Full Flow: Adjust Score & Preserve Count) - Happy Path;User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 2 . Song's original  [FollowerCount]  is N,  [TotalScore]  is S.;4;Observe the rating component and screen notification.;BR47: Selected stars highlighted (4 stars), numeric text updated, and MSG_30 displayed.;The existing rating is successfully updated (BR46). The song's total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45). The UI provides success feedback (BR47).;The existing rating is successfully updated (BR46). The songs total score is adjusted (S - 2 + 4) and the rating count (N) remains the same, resulting in a new AverageRating (BR45).;Passed;Automation;BR44 (If), BR45 (UPDATE), BR46, BR47. Full flow for rating an already rated song.;Frontend/Backend
Music Search & Playback;FT13-003;Update with SAME Score (Edge Case: Data Integrity/BR30 Logic);User is logged in, viewing a song item. (Backend)  UserRatings  check returns  RecordExists = TRUE  with  [OldScore] = 5 . Song's original  [TotalScore]  is S.;1;Click the SAME score (e.g., 5 Stars) on the rating component. ( InputScore = 5 );"BR44:  [RatingStatus]  = ""UPDATE"",  [OldScore]  = 5";Even with the same score, the system should execute the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Even with the same score, the system executes the BR45 and BR46 logic. The net total score change is zero (S - 5 + 5), and the date (BR46) and UI (BR47) are updated.;Passed;Automation;BR45 (UPDATE). Edge Case: Confirms the UPDATE transaction handles same score, ensuring data integrity (net zero change to score/count) and updating the date/UI.;Frontend/Backend
